Entity,Code,Date,Total confirmed deaths due to COVID-19 per million people (deaths per million)
Afghanistan,AFG,"Dec 31, 2019",0
Afghanistan,AFG,"Jan 1, 2020",0
Afghanistan,AFG,"Jan 2, 2020",0
Afghanistan,AFG,"Jan 3, 2020",0
Afghanistan,AFG,"Jan 4, 2020",0
Afghanistan,AFG,"Jan 5, 2020",0
Afghanistan,AFG,"Jan 6, 2020",0
Afghanistan,AFG,"Jan 7, 2020",0
Afghanistan,AFG,"Jan 8, 2020",0
Afghanistan,AFG,"Jan 9, 2020",0
Afghanistan,AFG,"Jan 10, 2020",0
Afghanistan,AFG,"Jan 11, 2020",0
Afghanistan,AFG,"Jan 12, 2020",0
Afghanistan,AFG,"Jan 13, 2020",0
Afghanistan,AFG,"Jan 14, 2020",0
Afghanistan,AFG,"Jan 15, 2020",0
Afghanistan,AFG,"Jan 16, 2020",0
Afghanistan,AFG,"Jan 17, 2020",0
Afghanistan,AFG,"Jan 18, 2020",0
Afghanistan,AFG,"Jan 19, 2020",0
Afghanistan,AFG,"Jan 20, 2020",0
Afghanistan,AFG,"Jan 21, 2020",0
Afghanistan,AFG,"Jan 22, 2020",0
Afghanistan,AFG,"Jan 23, 2020",0
Afghanistan,AFG,"Jan 24, 2020",0
Afghanistan,AFG,"Jan 25, 2020",0
Afghanistan,AFG,"Jan 26, 2020",0
Afghanistan,AFG,"Jan 27, 2020",0
Afghanistan,AFG,"Jan 28, 2020",0
Afghanistan,AFG,"Jan 29, 2020",0
Afghanistan,AFG,"Jan 30, 2020",0
Afghanistan,AFG,"Jan 31, 2020",0
Afghanistan,AFG,"Feb 1, 2020",0
Afghanistan,AFG,"Feb 2, 2020",0
Afghanistan,AFG,"Feb 3, 2020",0
Afghanistan,AFG,"Feb 4, 2020",0
Afghanistan,AFG,"Feb 5, 2020",0
Afghanistan,AFG,"Feb 6, 2020",0
Afghanistan,AFG,"Feb 7, 2020",0
Afghanistan,AFG,"Feb 8, 2020",0
Afghanistan,AFG,"Feb 9, 2020",0
Afghanistan,AFG,"Feb 10, 2020",0
Afghanistan,AFG,"Feb 11, 2020",0
Afghanistan,AFG,"Feb 12, 2020",0
Afghanistan,AFG,"Feb 13, 2020",0
Afghanistan,AFG,"Feb 14, 2020",0
Afghanistan,AFG,"Feb 15, 2020",0
Afghanistan,AFG,"Feb 16, 2020",0
Afghanistan,AFG,"Feb 17, 2020",0
Afghanistan,AFG,"Feb 18, 2020",0
Afghanistan,AFG,"Feb 19, 2020",0
Afghanistan,AFG,"Feb 20, 2020",0
Afghanistan,AFG,"Feb 21, 2020",0
Afghanistan,AFG,"Feb 22, 2020",0
Afghanistan,AFG,"Feb 23, 2020",0
Afghanistan,AFG,"Feb 24, 2020",0
Afghanistan,AFG,"Feb 25, 2020",0
Afghanistan,AFG,"Feb 26, 2020",0
Afghanistan,AFG,"Feb 27, 2020",0
Afghanistan,AFG,"Feb 28, 2020",0
Afghanistan,AFG,"Feb 29, 2020",0
Afghanistan,AFG,"Mar 1, 2020",0
Afghanistan,AFG,"Mar 2, 2020",0
Afghanistan,AFG,"Mar 8, 2020",0
Afghanistan,AFG,"Mar 11, 2020",0
Afghanistan,AFG,"Mar 15, 2020",0
Afghanistan,AFG,"Mar 16, 2020",0
Afghanistan,AFG,"Mar 17, 2020",0
Afghanistan,AFG,"Mar 18, 2020",0
Afghanistan,AFG,"Mar 19, 2020",0
Afghanistan,AFG,"Mar 20, 2020",0
Afghanistan,AFG,"Mar 21, 2020",0
Afghanistan,AFG,"Mar 22, 2020",0
Afghanistan,AFG,"Mar 23, 2020",0
Afghanistan,AFG,"Mar 24, 2020",0.026
Afghanistan,AFG,"Mar 25, 2020",0.026
Afghanistan,AFG,"Mar 26, 2020",0.026
Afghanistan,AFG,"Mar 27, 2020",0.026
Afghanistan,AFG,"Mar 28, 2020",0.051
Afghanistan,AFG,"Mar 29, 2020",0.077
Afghanistan,AFG,"Mar 30, 2020",0.103
Afghanistan,AFG,"Mar 31, 2020",0.103
Afghanistan,AFG,"Apr 1, 2020",0.103
Afghanistan,AFG,"Apr 2, 2020",0.103
Afghanistan,AFG,"Apr 3, 2020",0.103
Afghanistan,AFG,"Apr 4, 2020",0.103
Afghanistan,AFG,"Apr 5, 2020",0.128
Afghanistan,AFG,"Apr 6, 2020",0.18
Afghanistan,AFG,"Apr 7, 2020",0.18
Afghanistan,AFG,"Apr 8, 2020",0.283
Afghanistan,AFG,"Apr 9, 2020",0.36
Afghanistan,AFG,"Apr 10, 2020",0.385
Afghanistan,AFG,"Apr 11, 2020",0.385
Afghanistan,AFG,"Apr 12, 2020",0.462
Afghanistan,AFG,"Apr 13, 2020",0.462
Afghanistan,AFG,"Apr 14, 2020",0.539
Afghanistan,AFG,"Apr 15, 2020",0.591
Afghanistan,AFG,"Apr 16, 2020",0.642
Afghanistan,AFG,"Apr 17, 2020",0.745
Afghanistan,AFG,"Apr 18, 2020",0.771
Afghanistan,AFG,"Apr 19, 2020",0.771
Afghanistan,AFG,"Apr 20, 2020",0.848
Afghanistan,AFG,"Apr 21, 2020",0.899
Afghanistan,AFG,"Apr 22, 2020",0.925
Afghanistan,AFG,"Apr 23, 2020",1.028
Afghanistan,AFG,"Apr 24, 2020",1.079
Afghanistan,AFG,"Apr 25, 2020",1.105
Afghanistan,AFG,"Apr 26, 2020",1.207
Afghanistan,AFG,"Apr 27, 2020",1.464
Afghanistan,AFG,"Apr 28, 2020",1.464
Afghanistan,AFG,"Apr 29, 2020",1.541
Afghanistan,AFG,"Apr 30, 2020",1.541
Afghanistan,AFG,"May 1, 2020",1.644
Afghanistan,AFG,"May 2, 2020",1.747
Afghanistan,AFG,"May 3, 2020",1.85
Afghanistan,AFG,"May 4, 2020",2.183
Afghanistan,AFG,"May 5, 2020",2.312
Afghanistan,AFG,"May 6, 2020",2.44
Afghanistan,AFG,"May 7, 2020",2.672
Afghanistan,AFG,"May 8, 2020",2.723
Afghanistan,AFG,"May 9, 2020",2.8
Afghanistan,AFG,"May 10, 2020",2.954
Afghanistan,AFG,"May 11, 2020",3.083
Afghanistan,AFG,"May 12, 2020",3.134
Afghanistan,AFG,"May 13, 2020",3.262
Afghanistan,AFG,"May 14, 2020",3.339
Afghanistan,AFG,"May 15, 2020",3.494
Afghanistan,AFG,"May 16, 2020",4.316
Afghanistan,AFG,"May 17, 2020",4.316
Afghanistan,AFG,"May 18, 2020",4.341
Africa,,"Dec 31, 2019",0
Africa,,"Jan 1, 2020",0
Africa,,"Jan 2, 2020",0
Africa,,"Jan 3, 2020",0
Africa,,"Jan 4, 2020",0
Africa,,"Jan 5, 2020",0
Africa,,"Jan 6, 2020",0
Africa,,"Jan 7, 2020",0
Africa,,"Jan 8, 2020",0
Africa,,"Jan 9, 2020",0
Africa,,"Jan 10, 2020",0
Africa,,"Jan 11, 2020",0
Africa,,"Jan 12, 2020",0
Africa,,"Jan 13, 2020",0
Africa,,"Jan 14, 2020",0
Africa,,"Jan 15, 2020",0
Africa,,"Jan 16, 2020",0
Africa,,"Jan 17, 2020",0
Africa,,"Jan 18, 2020",0
Africa,,"Jan 19, 2020",0
Africa,,"Jan 20, 2020",0
Africa,,"Jan 21, 2020",0
Africa,,"Jan 22, 2020",0
Africa,,"Jan 23, 2020",0
Africa,,"Jan 24, 2020",0
Africa,,"Jan 25, 2020",0
Africa,,"Jan 26, 2020",0
Africa,,"Jan 27, 2020",0
Africa,,"Jan 28, 2020",0
Africa,,"Jan 29, 2020",0
Africa,,"Jan 30, 2020",0
Africa,,"Jan 31, 2020",0
Africa,,"Feb 1, 2020",0
Africa,,"Feb 2, 2020",0
Africa,,"Feb 3, 2020",0
Africa,,"Feb 4, 2020",0
Africa,,"Feb 5, 2020",0
Africa,,"Feb 6, 2020",0
Africa,,"Feb 7, 2020",0
Africa,,"Feb 8, 2020",0
Africa,,"Feb 9, 2020",0
Africa,,"Feb 10, 2020",0
Africa,,"Feb 11, 2020",0
Africa,,"Feb 12, 2020",0
Africa,,"Feb 13, 2020",0
Africa,,"Feb 14, 2020",0
Africa,,"Feb 15, 2020",0
Africa,,"Feb 16, 2020",0
Africa,,"Feb 17, 2020",0
Africa,,"Feb 18, 2020",0
Africa,,"Feb 19, 2020",0
Africa,,"Feb 20, 2020",0
Africa,,"Feb 21, 2020",0
Africa,,"Feb 22, 2020",0
Africa,,"Feb 23, 2020",0
Africa,,"Feb 24, 2020",0
Africa,,"Feb 25, 2020",0
Africa,,"Feb 26, 2020",0
Africa,,"Feb 27, 2020",0
Africa,,"Feb 28, 2020",0
Africa,,"Feb 29, 2020",0
Africa,,"Mar 1, 2020",0
Africa,,"Mar 2, 2020",0
Africa,,"Mar 3, 2020",0
Africa,,"Mar 4, 2020",0
Africa,,"Mar 5, 2020",0
Africa,,"Mar 6, 2020",0
Africa,,"Mar 7, 2020",0
Africa,,"Mar 8, 2020",0
Africa,,"Mar 9, 2020",0.001
Africa,,"Mar 10, 2020",0.001
Africa,,"Mar 11, 2020",0.001
Africa,,"Mar 12, 2020",0.001
Africa,,"Mar 13, 2020",0.003
Africa,,"Mar 14, 2020",0.004
Africa,,"Mar 15, 2020",0.004
Africa,,"Mar 16, 2020",0.006
Africa,,"Mar 17, 2020",0.006
Africa,,"Mar 18, 2020",0.009
Africa,,"Mar 19, 2020",0.012
Africa,,"Mar 20, 2020",0.013
Africa,,"Mar 21, 2020",0.018
Africa,,"Mar 22, 2020",0.026
Africa,,"Mar 23, 2020",0.033
Africa,,"Mar 24, 2020",0.039
Africa,,"Mar 25, 2020",0.048
Africa,,"Mar 26, 2020",0.054
Africa,,"Mar 27, 2020",0.063
Africa,,"Mar 28, 2020",0.077
Africa,,"Mar 29, 2020",0.092
Africa,,"Mar 30, 2020",0.107
Africa,,"Mar 31, 2020",0.124
Africa,,"Apr 1, 2020",0.141
Africa,,"Apr 2, 2020",0.167
Africa,,"Apr 3, 2020",0.191
Africa,,"Apr 4, 2020",0.228
Africa,,"Apr 5, 2020",0.283
Africa,,"Apr 6, 2020",0.324
Africa,,"Apr 7, 2020",0.356
Africa,,"Apr 8, 2020",0.389
Africa,,"Apr 9, 2020",0.427
Africa,,"Apr 10, 2020",0.47
Africa,,"Apr 11, 2020",0.515
Africa,,"Apr 12, 2020",0.554
Africa,,"Apr 13, 2020",0.589
Africa,,"Apr 14, 2020",0.623
Africa,,"Apr 15, 2020",0.653
Africa,,"Apr 16, 2020",0.68
Africa,,"Apr 17, 2020",0.72
Africa,,"Apr 18, 2020",0.758
Africa,,"Apr 19, 2020",0.788
Africa,,"Apr 20, 2020",0.835
Africa,,"Apr 21, 2020",0.862
Africa,,"Apr 22, 2020",0.887
Africa,,"Apr 23, 2020",0.919
Africa,,"Apr 24, 2020",0.959
Africa,,"Apr 25, 2020",0.995
Africa,,"Apr 26, 2020",1.028
Africa,,"Apr 27, 2020",1.055
Africa,,"Apr 28, 2020",1.097
Africa,,"Apr 29, 2020",1.137
Africa,,"Apr 30, 2020",1.187
Africa,,"May 1, 2020",1.22
Africa,,"May 2, 2020",1.261
Africa,,"May 3, 2020",1.313
Africa,,"May 4, 2020",1.342
Africa,,"May 5, 2020",1.376
Africa,,"May 6, 2020",1.428
Africa,,"May 7, 2020",1.5
Africa,,"May 8, 2020",1.55
Africa,,"May 9, 2020",1.607
Africa,,"May 10, 2020",1.658
Africa,,"May 11, 2020",1.708
Africa,,"May 12, 2020",1.751
Africa,,"May 13, 2020",1.792
Africa,,"May 14, 2020",1.857
Africa,,"May 15, 2020",1.912
Africa,,"May 16, 2020",1.965
Africa,,"May 17, 2020",2.013
Africa,,"May 18, 2020",2.058
Albania,ALB,"Mar 9, 2020",0
Albania,ALB,"Mar 10, 2020",0
Albania,ALB,"Mar 11, 2020",0
Albania,ALB,"Mar 12, 2020",0.347
Albania,ALB,"Mar 13, 2020",0.347
Albania,ALB,"Mar 14, 2020",0.347
Albania,ALB,"Mar 15, 2020",0.347
Albania,ALB,"Mar 16, 2020",0.347
Albania,ALB,"Mar 17, 2020",0.347
Albania,ALB,"Mar 18, 2020",0.347
Albania,ALB,"Mar 19, 2020",0.695
Albania,ALB,"Mar 20, 2020",0.695
Albania,ALB,"Mar 21, 2020",0.695
Albania,ALB,"Mar 22, 2020",0.695
Albania,ALB,"Mar 23, 2020",0.695
Albania,ALB,"Mar 24, 2020",1.39
Albania,ALB,"Mar 25, 2020",1.737
Albania,ALB,"Mar 26, 2020",1.737
Albania,ALB,"Mar 27, 2020",2.085
Albania,ALB,"Mar 28, 2020",3.127
Albania,ALB,"Mar 29, 2020",3.475
Albania,ALB,"Mar 30, 2020",3.475
Albania,ALB,"Mar 31, 2020",4.17
Albania,ALB,"Apr 1, 2020",5.212
Albania,ALB,"Apr 2, 2020",5.212
Albania,ALB,"Apr 3, 2020",5.56
Albania,ALB,"Apr 4, 2020",5.907
Albania,ALB,"Apr 5, 2020",6.602
Albania,ALB,"Apr 6, 2020",7.297
Albania,ALB,"Apr 7, 2020",7.645
Albania,ALB,"Apr 8, 2020",7.645
Albania,ALB,"Apr 9, 2020",7.645
Albania,ALB,"Apr 10, 2020",7.992
Albania,ALB,"Apr 11, 2020",7.992
Albania,ALB,"Apr 12, 2020",7.992
Albania,ALB,"Apr 13, 2020",7.992
Albania,ALB,"Apr 14, 2020",7.992
Albania,ALB,"Apr 15, 2020",8.34
Albania,ALB,"Apr 16, 2020",8.687
Albania,ALB,"Apr 17, 2020",9.035
Albania,ALB,"Apr 18, 2020",9.035
Albania,ALB,"Apr 19, 2020",9.035
Albania,ALB,"Apr 20, 2020",9.035
Albania,ALB,"Apr 21, 2020",9.035
Albania,ALB,"Apr 22, 2020",9.035
Albania,ALB,"Apr 23, 2020",9.382
Albania,ALB,"Apr 24, 2020",9.382
Albania,ALB,"Apr 25, 2020",9.382
Albania,ALB,"Apr 26, 2020",9.382
Albania,ALB,"Apr 27, 2020",9.73
Albania,ALB,"Apr 28, 2020",9.73
Albania,ALB,"Apr 29, 2020",10.425
Albania,ALB,"Apr 30, 2020",10.772
Albania,ALB,"May 1, 2020",10.772
Albania,ALB,"May 2, 2020",10.772
Albania,ALB,"May 3, 2020",10.772
Albania,ALB,"May 4, 2020",10.772
Albania,ALB,"May 5, 2020",10.772
Albania,ALB,"May 6, 2020",10.772
Albania,ALB,"May 7, 2020",10.772
Albania,ALB,"May 8, 2020",10.772
Albania,ALB,"May 9, 2020",10.772
Albania,ALB,"May 10, 2020",10.772
Albania,ALB,"May 11, 2020",10.772
Albania,ALB,"May 12, 2020",10.772
Albania,ALB,"May 13, 2020",10.772
Albania,ALB,"May 14, 2020",10.772
Albania,ALB,"May 15, 2020",10.772
Albania,ALB,"May 16, 2020",10.772
Albania,ALB,"May 17, 2020",10.772
Albania,ALB,"May 18, 2020",10.772
Algeria,DZA,"Dec 31, 2019",0
Algeria,DZA,"Jan 1, 2020",0
Algeria,DZA,"Jan 2, 2020",0
Algeria,DZA,"Jan 3, 2020",0
Algeria,DZA,"Jan 4, 2020",0
Algeria,DZA,"Jan 5, 2020",0
Algeria,DZA,"Jan 6, 2020",0
Algeria,DZA,"Jan 7, 2020",0
Algeria,DZA,"Jan 8, 2020",0
Algeria,DZA,"Jan 9, 2020",0
Algeria,DZA,"Jan 10, 2020",0
Algeria,DZA,"Jan 11, 2020",0
Algeria,DZA,"Jan 12, 2020",0
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",0
Algeria,DZA,"Feb 27, 2020",0
Algeria,DZA,"Feb 28, 2020",0
Algeria,DZA,"Feb 29, 2020",0
Algeria,DZA,"Mar 1, 2020",0
Algeria,DZA,"Mar 2, 2020",0
Algeria,DZA,"Mar 4, 2020",0
Algeria,DZA,"Mar 5, 2020",0
Algeria,DZA,"Mar 6, 2020",0
Algeria,DZA,"Mar 9, 2020",0
Algeria,DZA,"Mar 12, 2020",0
Algeria,DZA,"Mar 13, 2020",0.023
Algeria,DZA,"Mar 14, 2020",0.046
Algeria,DZA,"Mar 15, 2020",0.046
Algeria,DZA,"Mar 16, 2020",0.091
Algeria,DZA,"Mar 17, 2020",0.091
Algeria,DZA,"Mar 18, 2020",0.114
Algeria,DZA,"Mar 19, 2020",0.137
Algeria,DZA,"Mar 20, 2020",0.16
Algeria,DZA,"Mar 21, 2020",0.228
Algeria,DZA,"Mar 22, 2020",0.342
Algeria,DZA,"Mar 23, 2020",0.388
Algeria,DZA,"Mar 24, 2020",0.388
Algeria,DZA,"Mar 25, 2020",0.433
Algeria,DZA,"Mar 26, 2020",0.479
Algeria,DZA,"Mar 27, 2020",0.57
Algeria,DZA,"Mar 28, 2020",0.593
Algeria,DZA,"Mar 29, 2020",0.661
Algeria,DZA,"Mar 30, 2020",0.707
Algeria,DZA,"Mar 31, 2020",0.798
Algeria,DZA,"Apr 1, 2020",1.003
Algeria,DZA,"Apr 2, 2020",1.323
Algeria,DZA,"Apr 3, 2020",1.437
Algeria,DZA,"Apr 4, 2020",2.394
Algeria,DZA,"Apr 5, 2020",2.965
Algeria,DZA,"Apr 6, 2020",3.466
Algeria,DZA,"Apr 7, 2020",3.945
Algeria,DZA,"Apr 8, 2020",4.401
Algeria,DZA,"Apr 9, 2020",4.675
Algeria,DZA,"Apr 10, 2020",5.359
Algeria,DZA,"Apr 11, 2020",5.838
Algeria,DZA,"Apr 12, 2020",6.271
Algeria,DZA,"Apr 13, 2020",6.682
Algeria,DZA,"Apr 14, 2020",7.138
Algeria,DZA,"Apr 15, 2020",7.411
Algeria,DZA,"Apr 16, 2020",7.662
Algeria,DZA,"Apr 17, 2020",7.936
Algeria,DZA,"Apr 18, 2020",8.301
Algeria,DZA,"Apr 19, 2020",8.369
Algeria,DZA,"Apr 20, 2020",8.552
Algeria,DZA,"Apr 21, 2020",8.757
Algeria,DZA,"Apr 22, 2020",8.939
Algeria,DZA,"Apr 23, 2020",9.167
Algeria,DZA,"Apr 24, 2020",9.281
Algeria,DZA,"Apr 25, 2020",9.464
Algeria,DZA,"Apr 26, 2020",9.555
Algeria,DZA,"Apr 27, 2020",9.692
Algeria,DZA,"Apr 28, 2020",9.852
Algeria,DZA,"Apr 29, 2020",9.966
Algeria,DZA,"Apr 30, 2020",10.125
Algeria,DZA,"May 1, 2020",10.262
Algeria,DZA,"May 2, 2020",10.33
Algeria,DZA,"May 3, 2020",10.467
Algeria,DZA,"May 4, 2020",10.558
Algeria,DZA,"May 5, 2020",10.604
Algeria,DZA,"May 6, 2020",10.718
Algeria,DZA,"May 7, 2020",10.855
Algeria,DZA,"May 8, 2020",11.015
Algeria,DZA,"May 9, 2020",11.129
Algeria,DZA,"May 10, 2020",11.265
Algeria,DZA,"May 11, 2020",11.448
Algeria,DZA,"May 12, 2020",11.562
Algeria,DZA,"May 13, 2020",11.744
Algeria,DZA,"May 14, 2020",11.904
Algeria,DZA,"May 15, 2020",12.064
Algeria,DZA,"May 16, 2020",12.223
Algeria,DZA,"May 17, 2020",12.36
Algeria,DZA,"May 18, 2020",12.497
Andorra,AND,"Mar 3, 2020",0
Andorra,AND,"Mar 14, 2020",0
Andorra,AND,"Mar 16, 2020",0
Andorra,AND,"Mar 17, 2020",0
Andorra,AND,"Mar 18, 2020",0
Andorra,AND,"Mar 19, 2020",0
Andorra,AND,"Mar 20, 2020",0
Andorra,AND,"Mar 21, 2020",0
Andorra,AND,"Mar 22, 2020",0
Andorra,AND,"Mar 23, 2020",0
Andorra,AND,"Mar 24, 2020",0
Andorra,AND,"Mar 25, 2020",0
Andorra,AND,"Mar 26, 2020",0
Andorra,AND,"Mar 27, 2020",38.827
Andorra,AND,"Mar 28, 2020",38.827
Andorra,AND,"Mar 29, 2020",51.77
Andorra,AND,"Mar 30, 2020",77.655
Andorra,AND,"Mar 31, 2020",103.54
Andorra,AND,"Apr 1, 2020",155.31
Andorra,AND,"Apr 2, 2020",181.195
Andorra,AND,"Apr 3, 2020",194.137
Andorra,AND,"Apr 4, 2020",207.08
Andorra,AND,"Apr 5, 2020",220.022
Andorra,AND,"Apr 6, 2020",232.964
Andorra,AND,"Apr 7, 2020",271.792
Andorra,AND,"Apr 8, 2020",284.734
Andorra,AND,"Apr 9, 2020",297.677
Andorra,AND,"Apr 10, 2020",323.562
Andorra,AND,"Apr 11, 2020",336.504
Andorra,AND,"Apr 12, 2020",362.389
Andorra,AND,"Apr 13, 2020",375.332
Andorra,AND,"Apr 14, 2020",375.332
Andorra,AND,"Apr 15, 2020",401.217
Andorra,AND,"Apr 16, 2020",427.102
Andorra,AND,"Apr 17, 2020",427.102
Andorra,AND,"Apr 18, 2020",452.986
Andorra,AND,"Apr 19, 2020",452.986
Andorra,AND,"Apr 20, 2020",465.929
Andorra,AND,"Apr 21, 2020",465.929
Andorra,AND,"Apr 22, 2020",478.871
Andorra,AND,"Apr 23, 2020",478.871
Andorra,AND,"Apr 24, 2020",478.871
Andorra,AND,"Apr 25, 2020",517.699
Andorra,AND,"Apr 26, 2020",517.699
Andorra,AND,"Apr 27, 2020",517.699
Andorra,AND,"Apr 28, 2020",517.699
Andorra,AND,"Apr 29, 2020",530.641
Andorra,AND,"Apr 30, 2020",543.584
Andorra,AND,"May 1, 2020",543.584
Andorra,AND,"May 2, 2020",556.526
Andorra,AND,"May 3, 2020",569.469
Andorra,AND,"May 4, 2020",582.411
Andorra,AND,"May 5, 2020",582.411
Andorra,AND,"May 6, 2020",595.354
Andorra,AND,"May 7, 2020",595.354
Andorra,AND,"May 8, 2020",608.296
Andorra,AND,"May 9, 2020",608.296
Andorra,AND,"May 10, 2020",621.239
Andorra,AND,"May 11, 2020",621.239
Andorra,AND,"May 12, 2020",621.239
Andorra,AND,"May 13, 2020",621.239
Andorra,AND,"May 14, 2020",634.181
Andorra,AND,"May 15, 2020",634.181
Andorra,AND,"May 16, 2020",634.181
Andorra,AND,"May 17, 2020",660.066
Andorra,AND,"May 18, 2020",660.066
Angola,AGO,"Mar 22, 2020",0
Angola,AGO,"Mar 23, 2020",0
Angola,AGO,"Mar 24, 2020",0
Angola,AGO,"Mar 25, 2020",0
Angola,AGO,"Mar 26, 2020",0
Angola,AGO,"Mar 27, 2020",0
Angola,AGO,"Mar 28, 2020",0
Angola,AGO,"Mar 29, 2020",0
Angola,AGO,"Mar 30, 2020",0.061
Angola,AGO,"Mar 31, 2020",0.061
Angola,AGO,"Apr 1, 2020",0.061
Angola,AGO,"Apr 2, 2020",0.061
Angola,AGO,"Apr 3, 2020",0.061
Angola,AGO,"Apr 4, 2020",0.061
Angola,AGO,"Apr 5, 2020",0.061
Angola,AGO,"Apr 6, 2020",0.061
Angola,AGO,"Apr 7, 2020",0.061
Angola,AGO,"Apr 8, 2020",0.061
Angola,AGO,"Apr 9, 2020",0.061
Angola,AGO,"Apr 10, 2020",0.061
Angola,AGO,"Apr 11, 2020",0.061
Angola,AGO,"Apr 12, 2020",0.061
Angola,AGO,"Apr 13, 2020",0.061
Angola,AGO,"Apr 14, 2020",0.061
Angola,AGO,"Apr 15, 2020",0.061
Angola,AGO,"Apr 16, 2020",0.061
Angola,AGO,"Apr 17, 2020",0.061
Angola,AGO,"Apr 18, 2020",0.061
Angola,AGO,"Apr 19, 2020",0.061
Angola,AGO,"Apr 20, 2020",0.061
Angola,AGO,"Apr 21, 2020",0.061
Angola,AGO,"Apr 22, 2020",0.061
Angola,AGO,"Apr 23, 2020",0.061
Angola,AGO,"Apr 24, 2020",0.061
Angola,AGO,"Apr 25, 2020",0.061
Angola,AGO,"Apr 26, 2020",0.061
Angola,AGO,"Apr 27, 2020",0.061
Angola,AGO,"Apr 28, 2020",0.061
Angola,AGO,"Apr 29, 2020",0.061
Angola,AGO,"Apr 30, 2020",0.061
Angola,AGO,"May 1, 2020",0.061
Angola,AGO,"May 2, 2020",0.061
Angola,AGO,"May 3, 2020",0.061
Angola,AGO,"May 4, 2020",0.061
Angola,AGO,"May 5, 2020",0.061
Angola,AGO,"May 6, 2020",0.061
Angola,AGO,"May 7, 2020",0.061
Angola,AGO,"May 8, 2020",0.061
Angola,AGO,"May 9, 2020",0.061
Angola,AGO,"May 10, 2020",0.061
Angola,AGO,"May 11, 2020",0.061
Angola,AGO,"May 12, 2020",0.061
Angola,AGO,"May 13, 2020",0.061
Angola,AGO,"May 14, 2020",0.061
Angola,AGO,"May 15, 2020",0.061
Angola,AGO,"May 16, 2020",0.061
Angola,AGO,"May 17, 2020",0.061
Angola,AGO,"May 18, 2020",0.061
Anguilla,AIA,"Mar 27, 2020",0
Anguilla,AIA,"Mar 28, 2020",0
Anguilla,AIA,"Mar 29, 2020",0
Anguilla,AIA,"Mar 30, 2020",0
Anguilla,AIA,"Mar 31, 2020",0
Anguilla,AIA,"Apr 1, 2020",0
Anguilla,AIA,"Apr 2, 2020",0
Anguilla,AIA,"Apr 3, 2020",0
Anguilla,AIA,"Apr 4, 2020",0
Anguilla,AIA,"Apr 5, 2020",0
Anguilla,AIA,"Apr 6, 2020",0
Anguilla,AIA,"Apr 7, 2020",0
Anguilla,AIA,"Apr 8, 2020",0
Anguilla,AIA,"Apr 9, 2020",0
Anguilla,AIA,"Apr 10, 2020",0
Anguilla,AIA,"Apr 11, 2020",0
Anguilla,AIA,"Apr 12, 2020",0
Anguilla,AIA,"Apr 13, 2020",0
Anguilla,AIA,"Apr 14, 2020",0
Anguilla,AIA,"Apr 15, 2020",0
Anguilla,AIA,"Apr 16, 2020",0
Anguilla,AIA,"Apr 17, 2020",0
Anguilla,AIA,"Apr 18, 2020",0
Anguilla,AIA,"Apr 19, 2020",0
Anguilla,AIA,"Apr 20, 2020",0
Anguilla,AIA,"Apr 21, 2020",0
Anguilla,AIA,"Apr 22, 2020",0
Anguilla,AIA,"Apr 23, 2020",0
Anguilla,AIA,"Apr 24, 2020",0
Anguilla,AIA,"Apr 25, 2020",0
Anguilla,AIA,"Apr 26, 2020",0
Anguilla,AIA,"Apr 27, 2020",0
